record_id,title,year,source,Final_decision,Final_reason_code,Final_notes,FullText_needed
R00833,Liposomes in the treatment of malignancy: a clinical perspective,1992.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00835,A comparison of mitoxantrone and doxorubicin in breast cancer,1986.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00836,Phase I and II agents in cancer therapy: I. Anthracyclines and related compounds,1986.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00837,"Ifosfamide-pharmacology, safety and therapeutic potential",1985.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00839,Phase II study of VP16-213 (Etoposide) in refractory metastatic breast carcinoma,1982.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00840,Prehabilitation Prior to Chemotherapy in Humans: A Review of Current Evidence and Future Directions.,2025.0,CINAHL (EBSCO),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R00841,Assessment of an RNA interference screen-derived mitotic and ceramide pathway metagene as a predictor of response to neoadjuvant paclitaxel for primary triple-negative breast cancer: a retrospective analysis of five clinical trials.,2010.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00846,Effects of Physical Activity on Cardiotoxicity and Cardio respiratory Function in Cancer Survivors Undergoing Chemotherapy: A Systematic Review and Meta-Analysis.,2024.0,CINAHL (EBSCO),DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R00847,Clinical Study of Post‐Chemotherapy Cardiotoxicity in Breast Cancer Patients Based on Ultrasound Radiomics.,2025.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00849,The Effect of High-Intensity Interval Training on Quality of Life and Incidence of Chemotherapy Side Effects in Women With Breast Cancer.,2024.0,CINAHL (EBSCO),DUDA,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,SÍ
R00852,Thirty-second sit-to-stand test as an alternative for estimating peak oxygen uptake and 6-min walking distance in women with breast cancer: a cross-sectional study.,2022.0,CINAHL (EBSCO),DUDA,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,SÍ
R00854,Low sucrose diets protect long-term memory and EPA & DHA enriched diets alter insulin resistance in a mouse model of chemotherapy.,2024.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00855,"The Effect of Progressive Relaxation Exercises on Fatigue, Nausea and Vomiting in Patients with Breast Cancer Receiving Chemothe.",2024.0,CINAHL (EBSCO),DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R00856,Effect of a comprehensive lifestyle intervention program on body weight and health behavior in women with breast cancer: Results from a randomized controlled trial.,2024.0,CINAHL (EBSCO),DUDA,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,SÍ
R00858,High‐intensity interval training improves metabolic syndrome in women with breast cancer receiving Anthracyclines.,2023.0,CINAHL (EBSCO),DUDA,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,SÍ
R00861,Evaluation of Alisertib Alone or Combined With Fulvestrant in Patients With Endocrine-Resistant Advanced Breast Cancer: The Phase 2 TBCRC041 Randomized Clinical Trial.,2023.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00862,"Efficacy of Metronomic Oral Vinorelbine, Cyclophosphamide, and Capecitabine vs Weekly Intravenous Paclitaxel in Patients With Estrogen Receptor–Positive, ERBB2-Negative Metastatic Breast Cancer: Final Results From the Phase 2 METEORA-II Randomized Clinical Trial",2023.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00863,Safety and efficacy of P2Et extract from Caesalpinia spinosa in breast cancer patients: study protocol for a randomized double blind phase II clinical trial (CS003-BC).,2023.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00864,A phase II randomised study of preoperative trastuzumab alone or combined with everolimus in patients with early HER2-positive breast cancer and predictive biomarkers (RADHER trial).,2021.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00866,Development and External Validation of 18 F-FDG PET-Based Radiomic Model for Predicting Pathologic Complete Response after Neoadjuvant Chemotherapy in Breast Cancer.,2023.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00867,Discordant and Converting Receptor Expressions in Brain Metastases from Breast Cancer: MRI-Based Non-Invasive Receptor Status Tracking.,2023.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00868,"تاثیر تمرین هوازی و مصرف نانو‌میسل کورکومین بر بیان ژن آنزیم‌های GPX, Cat, SOD, MDA در بافت قلب موش‌های ماده بالب سی با سرطان پستان القایی در فاز درمانی با دوکسوروبیسین.",2023.0,CINAHL (EBSCO),DUDA,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,SÍ
R00869,Efficacy and Safety of CDK4/6 Inhibitors: A Focus on HR+/HER2− Early Breast Cancer: CDK4/6 Inhibitors in Early Breast Cancer: E. V. Klocker et al.,2025.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00870,Association Between Cardiovascular Disease and Cognitive Dysfunction in Breast Cancer Survivors.,2023.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00871,CDK4/6 Inhibitors in Advanced HR+/HER2 – Breast Cancer: A Multicenter Real-World Data Analysis.,2023.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00872,Clinical therapeutic effects of trastuzumab in HER2-positive breast cancer patients: A protocol for systematic review and meta-analysis.,2021.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00873,Effect of training based on Orem's self-care deficit theory on breast cancer patients' management of chemotherapy-related side effects and self-care behaviors: A randomized controlled trial.,2024.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00874,K-RAS Associated Gene-Mutation-Based Algorithm for Prediction of Treatment Response of Patients with Subtypes of Breast Cancer and Especially Triple-Negative Cancer.,2022.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00875,"Pyrotinib plus capecitabine versus lapatinib plus capecitabine for the treatment of HER2-positive metastatic breast cancer (PHOEBE): a multicentre, open-label, randomised, controlled, phase 3 trial.",2021.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00877,Association of Event-Free and Distant Recurrence–Free Survival With Individual-Level Pathologic Complete Response in Neoadjuvant Treatment of Stages 2 and 3 Breast Cancer: Three-Year Follow-up Analysis for the I-SPY2 Adaptively Randomized Clinical Trial,2020.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00879,Predictors of fatigue 30 days after completing anthracycline plus taxane adjuvant chemotherapy for breast cancer.,2009.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00880,"Therapy options after CDK4/6 inhibitors for HR+, HER2- postmenopausal metastatic/recurrent breast cancer in Japan: a role for mammalian target of rapamycin inhibitors?",2020.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00881,"The Effect of Abemaciclib Plus Fulvestrant on Overall Survival in Hormone Receptor–Positive, ERBB2-Negative Breast Cancer That Progressed on Endocrine Therapy—MONARCH 2: A Randomized Clinical Trial.",2020.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00882,Consumption of Fresh Yellow Onion Ameliorates Hyperglycemia and Insulin Resistance in Breast Cancer Patients During Doxorubicin-Based Chemotherapy: A Randomized Controlled Clinical Trial.,2017.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00883,A multivariable prognostic score to guide systemic therapy in early-stage HER2-positive breast cancer: a retrospective study with an external evaluation.,2020.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00884,MK-2206 and Standard Neoadjuvant Chemotherapy Improves Response in Patients With Human Epidermal Growth Factor Receptor 2-Positive and/or Hormone Receptor-Negative Breast Cancers in the I-SPY 2 Trial.,2020.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00885,"The EndoPredict score predicts response to neoadjuvant chemotherapy and neoendocrine therapy in hormone receptor-positive, human epidermal growth factor receptor 2-negative breast cancer patients from the ABCSG-34 trial.",2020.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00886,"186 - Multisequence MRI-based nomogram for prediction of human epidermal growth factor receptor 2 expression in breast cancer...International Society of Radiographers & Radiological Technologists (ISRRT) World Congress, June 6-9, 2024, Hong Kong.",2024.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00887,"Phase II, randomized, placebo-controlled study of dovitinib in combination with fulvestrant in postmenopausal patients with HR<sup>+</sup>, HER2<sup>-</sup> breast cancer that had progressed during or after prior endocrine therapy.",2017.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00888,"Afatinib plus vinorelbine versus trastuzumab plus vinorelbine in patients with HER2-overexpressing metastatic breast cancer who had progressed on one previous trastuzumab treatment (LUX-Breast 1): an open-label, randomised, phase 3 trial.",2016.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00889,Safety and efficacy of aerobic training in operable breast cancer patients receiving neoadjuvant chemotherapy: A phase II randomized trial.,2014.0,CINAHL (EBSCO),DUDA,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,SÍ
R00890,Downregulation of histone H2A and H2B pathways is associated with anthracycline sensitivity in breast cancer.,2016.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00891,Impact of aromatase inhibitor treatment on global gene expression and its association with antiproliferative response in ER+ breast cancer in postmenopausal patients.,2019.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00892,Simultaneous targeting of HER family pro-survival signaling with Pan-HER antibody mixture is highly effective in TNBC: a preclinical trial with PDXs.,2020.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00893,A Light Gradient Boosting Machine-Enabled Early Prediction of Cardiotoxicity for Breast Cancer Patients.,2021.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00894,"Combination of everolimus with trastuzumab plus paclitaxel as first-line treatment for patients with HER2-positive advanced breast cancer (BOLERO-1): a phase 3, randomised, double-blind, multicentre trial.",2015.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00895,"Etirinotecan pegol (NKTR-102) versus treatment of physician's choice in women with advanced breast cancer previously treated with an anthracycline, a taxane, and capecitabine (BEACON): a randomised, open-label, multicentre, phase 3 trial.",2015.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00896,Mechanisms Behind the Resistance to Trastuzumab in HER2-Amplified Breast Cancer and Strategies to Overcome It.,2016.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00897,"Interval Exercise Preconditioning And Cardiac Function Following Dose-dense Doxorubicin Therapy In Breast Cancer - Preliminary Results...2021 ACSM Annual Meeting & World Congresses [Virtual], June 1 -5, 2021",2021.0,CINAHL (EBSCO),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R00898,Prognostic Impact of Weight Change During Adjuvant Chemotherapy in Patients With High-Risk Early Breast Cancer: Results From the ADEBAR Study.,2018.0,CINAHL (EBSCO),DUDA,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,SÍ
R00899,"Lapatinib monotherapy in patients with HER2-overexpressing relapsed or refractory inflammatory breast cancer: final results and survival of the expanded HER2+ cohort in EGF103009, a phase II study.",2009.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00900,Pertuzumab for the treatment of human epidermal growth factor receptor type 2-positive metastatic breast cancer.,2013.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00901,"Milestones over the development of SB3, a trastuzumab biosimilar.",2018.0,CINAHL (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00902,Phase II Randomized Preoperative Window-of-Opportunity Study of the PI3K Inhibitor Pictilisib Plus Anastrozole Compared With Anastrozole Alone in Patients With Estrogen Receptor-Positive Breast Cancer.,2016.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00903,Multifactorial approach to predicting resistance to anthracyclines.,2011.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00904,The clinical benefit of epidermal growth factor receptor and human epidermal growth factor receptor 2 targeted agents adding to endocrine therapy in hormone receptor-positive breast cancer.,2018.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00905,Faecal microbiota composition is related to response to CDK4/6-inhibitors in metastatic breast cancer: A prospective cross-sectional exploratory study.,2023.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00906,Robust estimation of the expected survival probabilities from high-dimensional Cox models with biomarker-by-treatment interactions in randomized clinical trials.,2017.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00907,Prognostic nomogram for female patients suffering from non-metastatic Her2 positive breast cancer: A SEER-based study.,2022.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00908,"A European Organisation for Research and Treatment of Cancer randomized, double-blind, placebo-controlled, multicentre phase II trial of anastrozole in combination with gefitinib or placebo in hormone receptor-positive advanced breast cancer (NCT00066378)",2016.0,CINAHL (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
